feedback_id,customer_name,feedback,date,product,clean_feedback
2670,Pooja,"Amazing experience, highly recommend",2025-11-29,Smart Watch,amazingexperiencehighlyrecommend
2671,Priya,Average experience,2025-06-06,Internet Service,averageexperience
2672,Rahul,"Amazing experience, highly recommend",2025-03-21,Laptop,amazingexperiencehighlyrecommend
2673,Suresh,Great service and fast delivery,2025-06-17,E-commerce,greatserviceandfastdelivery
2674,Rahul,Excellent quality and very satisfied,2025-02-05,Headphones,excellentqualityandverysatisfied
2675,Priya,Nothing special,2025-04-06,Laptop,nothingspecial
2676,Karthik,Very bad experience and disappointed,2025-12-08,Mobile,verybadexperienceanddisappointed
2677,Karthik,"Amazing experience, highly recommend",2025-07-16,Mobile,amazingexperiencehighlyrecommend
2678,Pooja,Great service and fast delivery,2025-03-20,E-commerce,greatserviceandfastdelivery
2679,Karthik,Very happy with the product,2025-11-15,Laptop,veryhappywiththeproduct
2680,Karthik,Decent product,2025-07-09,Laptop,decentproduct
2681,Karthik,Acceptable performance,2025-07-28,E-commerce,acceptableperformance
2682,Karthik,Customer support did not respond,2025-03-17,Mobile,customersupportdidnotrespond
2683,Karthik,Customer support did not respond,2025-02-18,Mobile,customersupportdidnotrespond
2684,Pooja,Delivery was too late,2025-05-02,Mobile,deliverywastoolate
2685,Pooja,Worst product ever,2025-05-11,Laptop,worstproductever
2686,Manoj,Acceptable performance,2025-11-27,Smart Watch,acceptableperformance
2687,Manoj,Worst product ever,2025-09-20,Internet Service,worstproductever
2688,Divya,Poor quality and waste of money,2025-10-22,Laptop,poorqualityandwasteofmoney
2689,Pooja,Okay for the price,2025-06-03,Headphones,okayfortheprice
2690,Pooja,Nothing special,2025-04-25,Headphones,nothingspecial
2691,Arun,Support team was very helpful,2025-11-09,Mobile,supportteamwasveryhelpful
2692,Divya,Nothing special,2025-03-08,Smart Watch,nothingspecial
2693,Pooja,Very happy with the product,2025-12-19,Headphones,veryhappywiththeproduct
2694,Divya,Delivery was too late,2025-02-18,Mobile,deliverywastoolate
2695,Karthik,Excellent quality and very satisfied,2025-04-02,Mobile,excellentqualityandverysatisfied
2696,Rahul,Very happy with the product,2025-11-06,Mobile App,veryhappywiththeproduct
2697,Karthik,Nothing special,2025-10-09,Mobile App,nothingspecial
2698,Suresh,Worst product ever,2025-07-10,Laptop,worstproductever
2699,Karthik,Very happy with the product,2025-07-17,Mobile App,veryhappywiththeproduct
2700,Manoj,Poor quality and waste of money,2025-06-03,Mobile App,poorqualityandwasteofmoney
2701,Priya,Decent product,2025-09-12,Mobile,decentproduct
2702,Priya,Excellent quality and very satisfied,2025-05-26,Laptop,excellentqualityandverysatisfied
2703,Karthik,Very bad experience and disappointed,2025-02-06,Laptop,verybadexperienceanddisappointed
2704,Sneha,Poor quality and waste of money,2025-11-06,Mobile,poorqualityandwasteofmoney
2705,Sneha,Acceptable performance,2025-07-28,Mobile,acceptableperformance
2706,Karthik,Support team was very helpful,2025-02-22,Mobile App,supportteamwasveryhelpful
2707,Manoj,Support team was very helpful,2025-04-09,Banking App,supportteamwasveryhelpful
2708,Suresh,Decent product,2025-07-11,Headphones,decentproduct
2709,Suresh,"Amazing experience, highly recommend",2025-07-06,Smart Watch,amazingexperiencehighlyrecommend
2710,Divya,Delivery was too late,2025-06-30,Mobile App,deliverywastoolate
2711,Rahul,Poor quality and waste of money,2025-10-02,Headphones,poorqualityandwasteofmoney
2712,Karthik,Average experience,2025-03-08,Mobile,averageexperience
2713,Pooja,Very happy with the product,2025-06-18,E-commerce,veryhappywiththeproduct
2714,Karthik,Customer support did not respond,2025-06-07,E-commerce,customersupportdidnotrespond
2715,Divya,Average experience,2025-10-20,Smart Watch,averageexperience
2716,Rahul,Very happy with the product,2025-05-15,E-commerce,veryhappywiththeproduct
2717,Arun,Delivery was too late,2025-12-08,Internet Service,deliverywastoolate
2718,Arun,Excellent quality and very satisfied,2025-05-29,E-commerce,excellentqualityandverysatisfied
2719,Sneha,Very bad experience and disappointed,2025-08-17,Headphones,verybadexperienceanddisappointed
2720,Anitha,Very bad experience and disappointed,2025-05-23,Mobile,verybadexperienceanddisappointed
2721,Arun,Very bad experience and disappointed,2025-07-20,Mobile App,verybadexperienceanddisappointed
2722,Karthik,Average experience,2025-09-20,E-commerce,averageexperience
2723,Suresh,Very bad experience and disappointed,2025-02-12,Mobile App,verybadexperienceanddisappointed
2724,Pooja,Nothing special,2025-05-10,Laptop,nothingspecial
2725,Priya,Poor quality and waste of money,2025-07-25,Mobile App,poorqualityandwasteofmoney
2726,Priya,Acceptable performance,2025-07-18,Laptop,acceptableperformance
2727,Arun,Nothing special,2025-04-21,E-commerce,nothingspecial
2728,Sneha,Decent product,2025-02-12,E-commerce,decentproduct
2729,Sneha,Customer support did not respond,2025-10-19,Headphones,customersupportdidnotrespond
2730,Suresh,Decent product,2025-02-22,Internet Service,decentproduct
2731,Manoj,Customer support did not respond,2025-12-03,Headphones,customersupportdidnotrespond
2732,Manoj,"Amazing experience, highly recommend",2025-05-31,Smart Watch,amazingexperiencehighlyrecommend
2733,Anitha,Delivery was too late,2025-12-20,Banking App,deliverywastoolate
2734,Priya,"Amazing experience, highly recommend",2025-05-20,E-commerce,amazingexperiencehighlyrecommend
2735,Divya,Worst product ever,2025-07-10,Mobile App,worstproductever
2736,Rahul,Very bad experience and disappointed,2025-06-11,E-commerce,verybadexperienceanddisappointed
2737,Divya,Worst product ever,2025-02-21,Laptop,worstproductever
2738,Rahul,Decent product,2025-04-18,Mobile,decentproduct
2739,Suresh,"Amazing experience, highly recommend",2025-10-01,Mobile,amazingexperiencehighlyrecommend
2740,Suresh,Very happy with the product,2025-11-02,E-commerce,veryhappywiththeproduct
2741,Karthik,Worst product ever,2025-09-03,E-commerce,worstproductever
2742,Anitha,Delivery was too late,2025-06-20,Mobile App,deliverywastoolate
2743,Priya,Okay for the price,2025-12-30,Laptop,okayfortheprice
2744,Rahul,Decent product,2025-07-11,Mobile,decentproduct
2745,Arun,Customer support did not respond,2025-03-28,Mobile App,customersupportdidnotrespond
2746,Sneha,Decent product,2025-08-15,Internet Service,decentproduct
2747,Anitha,Excellent quality and very satisfied,2025-02-28,E-commerce,excellentqualityandverysatisfied
2748,Rahul,Okay for the price,2025-02-07,Banking App,okayfortheprice
2749,Karthik,Support team was very helpful,2025-10-07,E-commerce,supportteamwasveryhelpful
2750,Priya,Acceptable performance,2025-10-04,Mobile,acceptableperformance
2751,Pooja,Decent product,2025-10-13,E-commerce,decentproduct
2752,Pooja,Delivery was too late,2025-04-20,Mobile,deliverywastoolate
2753,Pooja,"Amazing experience, highly recommend",2025-05-10,E-commerce,amazingexperiencehighlyrecommend
2754,Karthik,Nothing special,2025-03-05,Internet Service,nothingspecial
2755,Sneha,Very happy with the product,2025-10-26,Internet Service,veryhappywiththeproduct
2756,Suresh,Okay for the price,2025-06-04,Smart Watch,okayfortheprice
2757,Pooja,Support team was very helpful,2025-11-29,Mobile App,supportteamwasveryhelpful
2758,Divya,"Amazing experience, highly recommend",2025-06-30,Laptop,amazingexperiencehighlyrecommend
2759,Divya,Decent product,2025-05-03,Banking App,decentproduct
2760,Sneha,Acceptable performance,2025-05-24,Headphones,acceptableperformance
2761,Suresh,Poor quality and waste of money,2025-10-07,Headphones,poorqualityandwasteofmoney
2762,Rahul,"Amazing experience, highly recommend",2025-05-16,E-commerce,amazingexperiencehighlyrecommend
2763,Anitha,"Amazing experience, highly recommend",2025-10-08,Smart Watch,amazingexperiencehighlyrecommend
2764,Karthik,Average experience,2025-10-29,E-commerce,averageexperience
2765,Arun,Customer support did not respond,2025-03-11,Headphones,customersupportdidnotrespond
2766,Arun,Acceptable performance,2025-10-19,E-commerce,acceptableperformance
2767,Divya,Great service and fast delivery,2025-09-09,Laptop,greatserviceandfastdelivery
2768,Karthik,Poor quality and waste of money,2025-10-01,Headphones,poorqualityandwasteofmoney
2769,Manoj,Poor quality and waste of money,2025-12-11,Mobile,poorqualityandwasteofmoney
2770,Suresh,Excellent quality and very satisfied,2025-07-16,Banking App,excellentqualityandverysatisfied
2771,Karthik,Acceptable performance,2025-10-19,Smart Watch,acceptableperformance
2772,Manoj,Poor quality and waste of money,2025-10-13,Internet Service,poorqualityandwasteofmoney
2773,Sneha,Okay for the price,2025-12-20,Banking App,okayfortheprice
2774,Suresh,"Amazing experience, highly recommend",2025-02-25,Internet Service,amazingexperiencehighlyrecommend
2775,Sneha,Worst product ever,2025-05-06,Headphones,worstproductever
2776,Karthik,Very happy with the product,2025-05-04,Headphones,veryhappywiththeproduct
2777,Suresh,"Amazing experience, highly recommend",2025-10-29,Headphones,amazingexperiencehighlyrecommend
2778,Karthik,Very bad experience and disappointed,2025-05-12,Internet Service,verybadexperienceanddisappointed
2779,Arun,Decent product,2025-01-27,Smart Watch,decentproduct
2780,Priya,Support team was very helpful,2025-02-25,E-commerce,supportteamwasveryhelpful
2781,Suresh,Excellent quality and very satisfied,2025-02-10,Mobile,excellentqualityandverysatisfied
2782,Divya,Nothing special,2025-08-16,Mobile App,nothingspecial
2783,Divya,"Amazing experience, highly recommend",2025-12-12,Headphones,amazingexperiencehighlyrecommend
2784,Suresh,Delivery was too late,2025-04-29,Smart Watch,deliverywastoolate
2785,Manoj,Okay for the price,2025-07-31,Mobile App,okayfortheprice
2786,Suresh,Great service and fast delivery,2025-06-10,Smart Watch,greatserviceandfastdelivery
2787,Arun,Acceptable performance,2025-03-01,Internet Service,acceptableperformance
2788,Rahul,Support team was very helpful,2025-04-05,Mobile,supportteamwasveryhelpful
2789,Priya,Average experience,2025-07-19,Internet Service,averageexperience
2790,Sneha,Great service and fast delivery,2025-07-14,Internet Service,greatserviceandfastdelivery
2791,Karthik,Very happy with the product,2025-04-19,E-commerce,veryhappywiththeproduct
2792,Priya,Okay for the price,2025-07-13,Internet Service,okayfortheprice
2793,Manoj,Excellent quality and very satisfied,2025-10-03,E-commerce,excellentqualityandverysatisfied
2794,Priya,Support team was very helpful,2025-12-15,Headphones,supportteamwasveryhelpful
2795,Anitha,Great service and fast delivery,2025-07-17,Mobile,greatserviceandfastdelivery
2796,Divya,Delivery was too late,2025-10-09,Banking App,deliverywastoolate
2797,Sneha,Worst product ever,2025-07-20,Mobile App,worstproductever
2798,Karthik,Great service and fast delivery,2025-07-06,Internet Service,greatserviceandfastdelivery
2799,Sneha,Delivery was too late,2025-08-28,Smart Watch,deliverywastoolate
2800,Karthik,Very bad experience and disappointed,2025-06-25,Smart Watch,verybadexperienceanddisappointed
2801,Manoj,Support team was very helpful,2025-11-07,Mobile,supportteamwasveryhelpful
2802,Manoj,Acceptable performance,2025-10-26,Headphones,acceptableperformance
2803,Anitha,Nothing special,2025-09-12,Headphones,nothingspecial
2804,Priya,Customer support did not respond,2025-08-14,Internet Service,customersupportdidnotrespond
2805,Anitha,Okay for the price,2025-01-10,Mobile App,okayfortheprice
2806,Manoj,"Amazing experience, highly recommend",2025-03-20,Laptop,amazingexperiencehighlyrecommend
2807,Pooja,Worst product ever,2025-10-10,Smart Watch,worstproductever
2808,Divya,Delivery was too late,2025-08-08,Mobile App,deliverywastoolate
2809,Suresh,Support team was very helpful,2025-11-26,Smart Watch,supportteamwasveryhelpful
2810,Karthik,Support team was very helpful,2025-03-03,Banking App,supportteamwasveryhelpful
2811,Anitha,Very happy with the product,2025-06-12,Internet Service,veryhappywiththeproduct
2812,Karthik,Worst product ever,2025-08-31,Banking App,worstproductever
2813,Anitha,Very happy with the product,2025-12-22,Laptop,veryhappywiththeproduct
2814,Manoj,Average experience,2025-02-22,Smart Watch,averageexperience
2815,Anitha,Nothing special,2025-11-22,Headphones,nothingspecial
2816,Pooja,Great service and fast delivery,2025-11-01,Headphones,greatserviceandfastdelivery
2817,Manoj,Decent product,2025-03-17,Laptop,decentproduct
2818,Rahul,Worst product ever,2025-01-27,Mobile App,worstproductever
2819,Arun,Great service and fast delivery,2025-10-10,Laptop,greatserviceandfastdelivery
2820,Pooja,Excellent quality and very satisfied,2025-07-31,Internet Service,excellentqualityandverysatisfied
2821,Sneha,Great service and fast delivery,2025-11-26,Mobile,greatserviceandfastdelivery
2822,Sneha,Decent product,2025-01-25,Smart Watch,decentproduct
2823,Pooja,Very bad experience and disappointed,2025-11-15,Internet Service,verybadexperienceanddisappointed
2824,Anitha,Great service and fast delivery,2025-09-13,Internet Service,greatserviceandfastdelivery
2825,Pooja,Delivery was too late,2025-12-25,Headphones,deliverywastoolate
2826,Divya,Poor quality and waste of money,2025-04-28,Smart Watch,poorqualityandwasteofmoney
2827,Rahul,"Amazing experience, highly recommend",2025-03-02,Smart Watch,amazingexperiencehighlyrecommend
2828,Karthik,Worst product ever,2025-09-10,Internet Service,worstproductever
2829,Manoj,Average experience,2025-02-27,Mobile App,averageexperience
2830,Sneha,Decent product,2025-05-16,Mobile,decentproduct
2831,Suresh,Delivery was too late,2025-11-02,Smart Watch,deliverywastoolate
2832,Pooja,Support team was very helpful,2025-07-16,Laptop,supportteamwasveryhelpful
2833,Divya,"Amazing experience, highly recommend",2025-03-22,Smart Watch,amazingexperiencehighlyrecommend
2834,Sneha,Okay for the price,2025-04-13,Banking App,okayfortheprice
2835,Suresh,Very bad experience and disappointed,2025-03-05,Internet Service,verybadexperienceanddisappointed
2836,Priya,Worst product ever,2025-03-23,Mobile,worstproductever
2837,Karthik,Poor quality and waste of money,2025-04-29,Laptop,poorqualityandwasteofmoney
2838,Pooja,Okay for the price,2025-11-22,Banking App,okayfortheprice
2839,Rahul,Okay for the price,2025-06-12,Banking App,okayfortheprice
2840,Arun,Decent product,2025-12-05,Headphones,decentproduct
2841,Pooja,Poor quality and waste of money,2025-08-30,Headphones,poorqualityandwasteofmoney
2842,Anitha,Worst product ever,2025-04-01,Mobile,worstproductever
2843,Rahul,Very happy with the product,2025-03-14,Mobile,veryhappywiththeproduct
2844,Arun,Decent product,2025-02-18,Laptop,decentproduct
2845,Priya,Poor quality and waste of money,2025-12-30,Headphones,poorqualityandwasteofmoney
2846,Pooja,Okay for the price,2025-11-19,Laptop,okayfortheprice
2847,Manoj,Very bad experience and disappointed,2025-09-11,Smart Watch,verybadexperienceanddisappointed
2848,Arun,Great service and fast delivery,2025-02-18,Headphones,greatserviceandfastdelivery
2849,Suresh,Great service and fast delivery,2025-05-05,Smart Watch,greatserviceandfastdelivery
2850,Rahul,Support team was very helpful,2025-03-08,Headphones,supportteamwasveryhelpful
2851,Rahul,Poor quality and waste of money,2025-12-21,Smart Watch,poorqualityandwasteofmoney
2852,Divya,Support team was very helpful,2025-02-06,Laptop,supportteamwasveryhelpful
2853,Pooja,Acceptable performance,2025-03-01,Headphones,acceptableperformance
2854,Divya,Poor quality and waste of money,2025-01-18,Mobile App,poorqualityandwasteofmoney
2855,Suresh,Nothing special,2025-12-04,Internet Service,nothingspecial
2856,Priya,Okay for the price,2025-11-18,Internet Service,okayfortheprice
2857,Divya,Decent product,2025-06-04,E-commerce,decentproduct
2858,Manoj,Great service and fast delivery,2025-02-19,Headphones,greatserviceandfastdelivery
2859,Anitha,Nothing special,2025-06-10,Smart Watch,nothingspecial
2860,Karthik,Support team was very helpful,2025-12-08,Smart Watch,supportteamwasveryhelpful
2861,Manoj,Acceptable performance,2025-09-04,E-commerce,acceptableperformance
2862,Anitha,Excellent quality and very satisfied,2025-08-26,Mobile App,excellentqualityandverysatisfied
2863,Anitha,Support team was very helpful,2025-01-23,E-commerce,supportteamwasveryhelpful
2864,Sneha,Acceptable performance,2025-04-02,E-commerce,acceptableperformance
2865,Anitha,Acceptable performance,2025-09-28,Laptop,acceptableperformance
2866,Pooja,Great service and fast delivery,2025-03-06,Laptop,greatserviceandfastdelivery
2867,Arun,Okay for the price,2025-12-13,Mobile,okayfortheprice
2868,Pooja,Support team was very helpful,2025-08-16,Mobile App,supportteamwasveryhelpful
2869,Divya,Excellent quality and very satisfied,2025-02-21,Mobile,excellentqualityandverysatisfied
2870,Manoj,Worst product ever,2025-02-09,Smart Watch,worstproductever
2871,Anitha,Support team was very helpful,2025-03-29,Banking App,supportteamwasveryhelpful
2872,Sneha,Decent product,2025-08-03,Headphones,decentproduct
2873,Sneha,Acceptable performance,2025-10-28,Internet Service,acceptableperformance
2874,Manoj,Nothing special,2025-03-04,Headphones,nothingspecial
2875,Karthik,Average experience,2025-07-20,Mobile App,averageexperience
2876,Priya,Average experience,2025-03-01,Mobile,averageexperience
2877,Rahul,Poor quality and waste of money,2025-01-24,Mobile,poorqualityandwasteofmoney
2878,Rahul,Excellent quality and very satisfied,2025-03-07,Laptop,excellentqualityandverysatisfied
2879,Suresh,Decent product,2025-05-15,Headphones,decentproduct
2880,Manoj,Worst product ever,2025-05-07,Laptop,worstproductever
2881,Divya,Worst product ever,2025-03-02,Mobile,worstproductever
2882,Sneha,Great service and fast delivery,2025-02-16,Headphones,greatserviceandfastdelivery
2883,Sneha,Poor quality and waste of money,2025-06-13,Banking App,poorqualityandwasteofmoney
2884,Priya,Very happy with the product,2025-07-12,Mobile App,veryhappywiththeproduct
2885,Anitha,Average experience,2025-11-04,Mobile App,averageexperience
2886,Arun,Poor quality and waste of money,2025-12-23,Laptop,poorqualityandwasteofmoney
2887,Priya,Great service and fast delivery,2025-10-31,Laptop,greatserviceandfastdelivery
2888,Suresh,"Amazing experience, highly recommend",2025-06-24,Laptop,amazingexperiencehighlyrecommend
2889,Sneha,Delivery was too late,2025-06-24,Mobile,deliverywastoolate
2890,Suresh,Delivery was too late,2025-06-15,Smart Watch,deliverywastoolate
2891,Pooja,Delivery was too late,2025-04-10,Laptop,deliverywastoolate
2892,Manoj,Delivery was too late,2025-10-11,Mobile,deliverywastoolate
2893,Sneha,"Amazing experience, highly recommend",2025-03-28,Smart Watch,amazingexperiencehighlyrecommend
2894,Sneha,Customer support did not respond,2025-03-10,Internet Service,customersupportdidnotrespond
2895,Anitha,Decent product,2025-07-09,Mobile App,decentproduct
2896,Suresh,Customer support did not respond,2025-03-07,Mobile App,customersupportdidnotrespond
2897,Sneha,Acceptable performance,2025-03-11,Mobile,acceptableperformance
2898,Pooja,Customer support did not respond,2025-08-25,Mobile,customersupportdidnotrespond
2899,Rahul,Worst product ever,2025-09-23,Internet Service,worstproductever
2900,Sneha,Excellent quality and very satisfied,2025-03-01,Laptop,excellentqualityandverysatisfied
2901,Priya,Decent product,2025-06-15,Internet Service,decentproduct
2902,Karthik,Delivery was too late,2025-09-11,Internet Service,deliverywastoolate
2903,Manoj,Very happy with the product,2025-10-15,Mobile App,veryhappywiththeproduct
2904,Sneha,Great service and fast delivery,2025-11-09,E-commerce,greatserviceandfastdelivery
2905,Arun,Decent product,2025-08-10,Mobile,decentproduct
2906,Rahul,Nothing special,2025-08-03,Laptop,nothingspecial
2907,Karthik,Acceptable performance,2025-12-29,Banking App,acceptableperformance
2908,Priya,Excellent quality and very satisfied,2025-05-09,Mobile App,excellentqualityandverysatisfied
2909,Pooja,Decent product,2025-07-02,Mobile App,decentproduct
2910,Anitha,Excellent quality and very satisfied,2025-07-08,Banking App,excellentqualityandverysatisfied
2911,Suresh,Delivery was too late,2025-02-01,Smart Watch,deliverywastoolate
2912,Pooja,Decent product,2025-10-13,Headphones,decentproduct
2913,Divya,Great service and fast delivery,2025-04-27,Internet Service,greatserviceandfastdelivery
2914,Divya,Poor quality and waste of money,2025-06-24,Banking App,poorqualityandwasteofmoney
2915,Priya,Very happy with the product,2025-07-19,Mobile,veryhappywiththeproduct
2916,Sneha,Acceptable performance,2025-02-19,Smart Watch,acceptableperformance
2917,Rahul,Decent product,2025-07-15,Internet Service,decentproduct
2918,Sneha,Very happy with the product,2025-05-21,Headphones,veryhappywiththeproduct
2919,Divya,Poor quality and waste of money,2025-08-09,Mobile App,poorqualityandwasteofmoney
2920,Arun,Worst product ever,2025-12-09,Mobile App,worstproductever
2921,Suresh,"Amazing experience, highly recommend",2025-06-27,Laptop,amazingexperiencehighlyrecommend
2922,Pooja,Okay for the price,2025-09-08,Banking App,okayfortheprice
2923,Sneha,Support team was very helpful,2025-02-09,Smart Watch,supportteamwasveryhelpful
2924,Anitha,Decent product,2025-04-17,Internet Service,decentproduct
2925,Pooja,Support team was very helpful,2025-07-08,Smart Watch,supportteamwasveryhelpful
2926,Pooja,Delivery was too late,2025-08-16,Laptop,deliverywastoolate
2927,Priya,Average experience,2025-12-24,Smart Watch,averageexperience
2928,Sneha,Average experience,2025-08-21,Internet Service,averageexperience
2929,Priya,Acceptable performance,2025-02-04,Banking App,acceptableperformance
2930,Sneha,Poor quality and waste of money,2025-07-10,Laptop,poorqualityandwasteofmoney
2931,Divya,"Amazing experience, highly recommend",2025-01-28,Mobile,amazingexperiencehighlyrecommend
2932,Manoj,Average experience,2025-03-09,Mobile App,averageexperience
2933,Anitha,Customer support did not respond,2025-03-09,Mobile App,customersupportdidnotrespond
2934,Sneha,"Amazing experience, highly recommend",2025-07-03,Mobile App,amazingexperiencehighlyrecommend
2935,Karthik,Very happy with the product,2025-07-29,Smart Watch,veryhappywiththeproduct
2936,Karthik,Average experience,2025-03-15,Smart Watch,averageexperience
2937,Sneha,Poor quality and waste of money,2025-11-04,Mobile App,poorqualityandwasteofmoney
2938,Arun,Delivery was too late,2025-01-25,Laptop,deliverywastoolate
2939,Sneha,Poor quality and waste of money,2025-04-04,Headphones,poorqualityandwasteofmoney
2940,Sneha,Great service and fast delivery,2025-11-17,E-commerce,greatserviceandfastdelivery
2941,Suresh,Okay for the price,2025-05-11,Laptop,okayfortheprice
2942,Karthik,Customer support did not respond,2025-07-28,Smart Watch,customersupportdidnotrespond
2943,Rahul,Very bad experience and disappointed,2025-08-18,Mobile App,verybadexperienceanddisappointed
2944,Karthik,Excellent quality and very satisfied,2025-08-20,Smart Watch,excellentqualityandverysatisfied
2945,Divya,Worst product ever,2025-07-19,Internet Service,worstproductever
2946,Arun,Worst product ever,2025-04-08,Mobile App,worstproductever
2947,Sneha,Poor quality and waste of money,2025-12-04,E-commerce,poorqualityandwasteofmoney
2948,Karthik,Very bad experience and disappointed,2025-11-12,Mobile,verybadexperienceanddisappointed
2949,Pooja,Average experience,2025-08-14,Headphones,averageexperience
2950,Priya,Average experience,2025-01-16,Headphones,averageexperience
2951,Karthik,Support team was very helpful,2025-06-19,Headphones,supportteamwasveryhelpful
2952,Pooja,Nothing special,2025-12-31,Headphones,nothingspecial
2953,Karthik,Nothing special,2025-05-24,Mobile App,nothingspecial
2954,Arun,Worst product ever,2025-05-08,E-commerce,worstproductever
2955,Sneha,Delivery was too late,2025-12-01,Mobile,deliverywastoolate
2956,Divya,Okay for the price,2025-07-08,Laptop,okayfortheprice
2957,Anitha,Worst product ever,2025-10-10,Laptop,worstproductever
2958,Anitha,Very bad experience and disappointed,2025-03-23,Mobile,verybadexperienceanddisappointed
2959,Pooja,Support team was very helpful,2025-09-22,Internet Service,supportteamwasveryhelpful
2960,Manoj,Worst product ever,2025-01-15,Smart Watch,worstproductever
2961,Pooja,Very bad experience and disappointed,2025-10-28,Headphones,verybadexperienceanddisappointed
2962,Rahul,Nothing special,2025-03-01,Banking App,nothingspecial
2963,Divya,Customer support did not respond,2025-12-15,Mobile App,customersupportdidnotrespond
2964,Priya,Decent product,2025-03-03,Laptop,decentproduct
2965,Manoj,Delivery was too late,2025-07-12,Headphones,deliverywastoolate
2966,Suresh,Acceptable performance,2025-05-28,Headphones,acceptableperformance
2967,Manoj,"Amazing experience, highly recommend",2025-08-03,Smart Watch,amazingexperiencehighlyrecommend
2968,Sneha,Delivery was too late,2025-11-10,Headphones,deliverywastoolate
2969,Rahul,"Amazing experience, highly recommend",2025-12-02,Banking App,amazingexperiencehighlyrecommend
2970,Sneha,Nothing special,2025-10-15,Internet Service,nothingspecial
2971,Sneha,Great service and fast delivery,2025-10-16,Banking App,greatserviceandfastdelivery
2972,Rahul,Great service and fast delivery,2025-05-07,Internet Service,greatserviceandfastdelivery
2973,Divya,Average experience,2025-02-17,Headphones,averageexperience
2974,Anitha,Support team was very helpful,2025-11-10,Mobile App,supportteamwasveryhelpful
2975,Divya,Customer support did not respond,2025-12-26,Banking App,customersupportdidnotrespond
2976,Manoj,Support team was very helpful,2025-06-09,Laptop,supportteamwasveryhelpful
2977,Anitha,Delivery was too late,2025-04-03,Mobile,deliverywastoolate
2978,Priya,Acceptable performance,2025-12-13,Smart Watch,acceptableperformance
2979,Rahul,Decent product,2025-08-20,Mobile,decentproduct
2980,Pooja,Support team was very helpful,2025-05-16,Laptop,supportteamwasveryhelpful
2981,Manoj,Delivery was too late,2025-12-04,E-commerce,deliverywastoolate
2982,Karthik,"Amazing experience, highly recommend",2025-12-06,Internet Service,amazingexperiencehighlyrecommend
2983,Karthik,Poor quality and waste of money,2025-11-16,Laptop,poorqualityandwasteofmoney
2984,Priya,Nothing special,2025-08-01,Banking App,nothingspecial
2985,Arun,Nothing special,2025-01-01,Headphones,nothingspecial
2986,Arun,Average experience,2025-03-12,Mobile,averageexperience
2987,Manoj,Customer support did not respond,2025-03-12,Internet Service,customersupportdidnotrespond
2988,Arun,Worst product ever,2025-10-17,Mobile App,worstproductever
2989,Sneha,Nothing special,2025-02-18,Mobile App,nothingspecial
2990,Pooja,Support team was very helpful,2025-02-20,Mobile,supportteamwasveryhelpful
2991,Priya,Decent product,2025-07-13,Laptop,decentproduct
2992,Priya,Acceptable performance,2025-04-29,Mobile,acceptableperformance
2993,Pooja,Very happy with the product,2025-04-04,E-commerce,veryhappywiththeproduct
2994,Anitha,"Amazing experience, highly recommend",2025-11-07,Mobile App,amazingexperiencehighlyrecommend
2995,Sneha,Customer support did not respond,2025-10-15,Internet Service,customersupportdidnotrespond
2996,Rahul,Excellent quality and very satisfied,2025-06-26,Internet Service,excellentqualityandverysatisfied
2997,Suresh,Okay for the price,2025-02-18,Mobile App,okayfortheprice
2998,Sneha,Okay for the price,2025-11-09,Internet Service,okayfortheprice
2999,Karthik,Delivery was too late,2025-03-21,Headphones,deliverywastoolate
3000,Suresh,"Amazing experience, highly recommend",2025-03-15,E-commerce,amazingexperiencehighlyrecommend
3001,Rahul,Okay for the price,2025-02-21,E-commerce,okayfortheprice
3002,Divya,Support team was very helpful,2025-04-03,E-commerce,supportteamwasveryhelpful
3003,Priya,Customer support did not respond,2025-09-27,Laptop,customersupportdidnotrespond
3004,Rahul,Decent product,2025-11-19,Smart Watch,decentproduct
3005,Karthik,Nothing special,2025-02-19,Mobile,nothingspecial
3006,Sneha,Acceptable performance,2025-01-07,Mobile App,acceptableperformance
3007,Sneha,"Amazing experience, highly recommend",2025-04-23,Mobile,amazingexperiencehighlyrecommend
3008,Sneha,Acceptable performance,2025-02-10,Headphones,acceptableperformance
3009,Manoj,Decent product,2025-02-12,Internet Service,decentproduct
3010,Manoj,Support team was very helpful,2025-11-01,Smart Watch,supportteamwasveryhelpful
3011,Priya,Average experience,2025-08-10,Banking App,averageexperience
3012,Anitha,"Amazing experience, highly recommend",2025-06-23,E-commerce,amazingexperiencehighlyrecommend
3013,Sneha,Very happy with the product,2025-01-06,E-commerce,veryhappywiththeproduct
3014,Karthik,Poor quality and waste of money,2025-09-04,Headphones,poorqualityandwasteofmoney
3015,Sneha,Okay for the price,2025-09-07,Banking App,okayfortheprice
3016,Sneha,Excellent quality and very satisfied,2025-09-24,Headphones,excellentqualityandverysatisfied
3017,Karthik,Acceptable performance,2025-04-02,Smart Watch,acceptableperformance
3018,Rahul,Support team was very helpful,2025-12-17,Banking App,supportteamwasveryhelpful
3019,Arun,Customer support did not respond,2025-04-14,Banking App,customersupportdidnotrespond
3020,Karthik,Poor quality and waste of money,2025-01-28,Internet Service,poorqualityandwasteofmoney
3021,Priya,Very bad experience and disappointed,2025-11-22,Headphones,verybadexperienceanddisappointed
